date,workerid,amount
Thu Apr 18 10:43:36 PDT 2019,ABMC67CE14AEA,0.4
Sat Apr 20 15:50:32 PDT 2019,ACBK30I7R42NI,0.4
Sat Apr 20 16:24:13 PDT 2019,A33O2PC4YC5QVE,0.4
Sun Apr 21 21:42:23 PDT 2019,A1L0NRE268UTHF,0.4
Thu Apr 25 09:42:09 PDT 2019,A20TQKR4NEP210,0.4
Wed May 01 23:02:28 PDT 2019,A2QYCV53WDWHOF,0.4
Sat May 04 15:35:20 PDT 2019,ALK8GA6GSXQMQ,0.4
Sat May 04 22:55:27 PDT 2019,A1B7IIW6IUMNH8,0.4
Mon May 06 11:31:55 PDT 2019,A2QESYYHAYJC03,0.4
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
