date,workerid,amount
Wed Apr 17 15:56:33 PDT 2019,A2VFEQLJWB777M,0.4
Sun Apr 21 11:36:08 PDT 2019,A36RA81JGJF3RY,0.4
Wed Apr 24 13:25:08 PDT 2019,ARLH906H3ULMI,0.4
Mon Apr 29 11:20:16 PDT 2019,AQ9YF0QJNA4ON,0.4
Mon Apr 29 16:29:32 PDT 2019,A3RDUKX6ZRMR3N,0.4
Tue Apr 30 03:01:40 PDT 2019,A2LEJJDHDSBOZL,0.4
Tue Apr 30 06:06:12 PDT 2019,A15J9NJ23HWN0F,0.4
Fri May 03 18:08:29 PDT 2019,A3GZPLXJ279WVE,0.4
,total paid to workers:,=SUM(c2:c9)
,40% paid to Amazon:,=.4*c10
,total:,=SUM(c10:c11
