date,workerid,amount
Thu Feb 28 08:45:08 PST 2019,A3AS3TZQF4X6ZK,0.4
Thu Feb 28 08:46:32 PST 2019,A2H4HYDU6FFAMQ,0.4
Thu Feb 28 08:48:55 PST 2019,A2BF2FUO6F63N7,0.4
Thu Feb 28 10:26:48 PST 2019,A3G3DWGVRG1F4Q,0.4
Thu Feb 28 10:33:43 PST 2019,A1M0JDU08KRH7X,0.4
Thu Feb 28 10:35:03 PST 2019,APHNYDGTCRN3O,0.4
Thu Feb 28 10:37:27 PST 2019,A1V3FV89RVGASD,0.4
Thu Feb 28 10:43:06 PST 2019,A2ID4B3JMUWAP7,0.4
Thu Feb 28 10:43:56 PST 2019,A1O80Q1PXPMJ11,0.4
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
