date,workerid,amount
Sat May 18 10:17:30 PDT 2019,A1XE34N6DV5TAS,0.4
Sat May 18 19:29:38 PDT 2019,A2GP9WCP2ZMRLI,0.4
Sun May 19 23:08:16 PDT 2019,ALPYCKFZVA2XE,0.4
Mon May 20 00:22:03 PDT 2019,A2Q1JUSJ9THUDZ,0.4
Tue May 21 22:26:30 PDT 2019,A3CGNOP3RW1EV,0.4
Thu May 23 06:57:15 PDT 2019,A1WGRJBTGURKP0,0.4
Fri May 24 14:34:24 PDT 2019,A11SWVGXLZCTQF,0.4
Mon May 27 20:23:15 PDT 2019,A3QVZ4SZB79D8W,0.4
,total paid to workers:,=SUM(c2:c9)
,40% paid to Amazon:,=.4*c10
,total:,=SUM(c10:c11
