date,workerid,amount
Thu Feb 28 08:58:18 PST 2019,A3JNEQD4FG8VXH,0.4
Thu Feb 28 09:03:13 PST 2019,A323EGIU8Q043X,0.4
Thu Feb 28 09:29:20 PST 2019,A3AJM8TBH0D9C2,0.4
Thu Feb 28 10:52:10 PST 2019,A3OH0ZDD2MMZFH,0.4
Thu Feb 28 10:53:58 PST 2019,A1H7K2VYEMZ3QW,0.4
Thu Feb 28 11:33:52 PST 2019,A36P1ZQ0GYF567,0.4
Thu Feb 28 12:40:44 PST 2019,AQIGX1I7CTNX3,0.4
Thu Feb 28 12:58:57 PST 2019,A37CO0N1KC1CDW,0.4
Thu Feb 28 16:57:56 PST 2019,A2Y7PB2U8USUC8,0.4
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
